job_title_upd,organization_name,is_IT
"Staff Android OS Engineer, Infotainment Platform",Rivian and Volkswagen Group Technologies,IT
Staff Architect,Jenius Bank,IT
Staff ATE Test Engineer,indie Semiconductor,IT
Staff Audit Associate,Assurance Dimensions (An AbitOs Company),Non-IT
Staff Backend Engineer - Grafana Search and Storage,Grafana Labs,IT
Staff Bridge Engineer,Pennoni,IT
Staff Build and Release Engineer,"Rivian Automotive, LLC",IT
Staff Civil/Environmental Engineer - Water,Burns & McDonnell,IT
Staff Cloud Security Engineer,Robinhood Markets,IT
Staff Controls Engineer,Monarch Tractor,IT
Staff Controls Software Engineer,Rivian and Volkswagen Group Technologies,IT
Staff Data Engineer,Alphatec Spine,IT
Staff Data Engineer - Attribution,Zeta Interactive,IT
Staff Distribution Engineer,SSI Staffing Private Limited,IT
Staff Electrical Engineer,AME Design Group,IT
"Staff Electrical Engineer - Oil, Gas & Chemical",Burns & McDonnell,IT
Staff Electrical Engineer - Protection Applications,Burns & McDonnell,IT
Staff Electrical Engineer - Substation,Burns & McDonnell,IT
Staff Electronic Design Engineer,"Rivian Automotive, LLC",IT
Staff Electronics Validation Engineer,Rivian and Volkswagen Group Technologies,IT
Staff Engineer,Trihydro Corporation,IT
Staff Engineer,GEICO,IT
Staff Engineer - Civil/Water Resource,Pennoni,IT
Staff Engineer - Finance Data Specialist,Talentify.io,IT
Staff Engineer - Municipal Services,"HR Green, Inc.",IT
Staff Engineer - React,GEICO,IT
Staff Engineer - Software,RemoteWorker US,IT
Staff Engineer HW Platform Architecture IE-IOT,Qualcomm,IT
Staff Engineer Software,Palo Alto Networks,IT
"Staff Engineer, Rust/Go",Magnite,IT
Staff Environmental Scientist - NPDES Permitting,Burns & McDonnell,IT
Staff Functional Safety Engineer,Rivian and Volkswagen Group Technologies,IT
"Staff Functional Safety Engineer, Software",Rivian and Volkswagen Group Technologies,IT
Staff Geotechnical Engineer,Haley & Aldrich,IT
Staff IT Auditor - Benson/,Lensa,IT
staff machine learning engineer,UP Test Company™ Two,IT
Staff Machine Learning Engineer,Strava,IT
Staff Machine Learning Engineer - Mail Intelligence,Yahoo!,IT
"Staff Machine Learning Engineer, Ads Measurement","Reddit, Inc.",IT
"Staff Manager, Software Engineering",GEICO,IT
Staff Mechanical Engineer,Industrial Scientific,IT
Staff Mechanical Engineer,RIVANNA,IT
Staff Plumbing Engineer - Mission Critical,Burns & McDonnell,IT
Staff Power Electronics Engineer,Tau Motors,IT
Staff Product Engineer,ON Semiconductor,IT
"Staff Product Manager, AI/ML","Digital Ocean, Inc. - JW",IT
"Staff Product Strategist, AI Solutions",FOX Tech,IT
Staff QA/Supply Chain Test Engineer-Blue Yonder,Lensa,IT
Staff Risk and Policy Engineer,Procore Technologies,IT
Staff Security Engineer - Email,Zoom Video Communications,IT
Staff Software Architect - Markets,GE Vernova,IT
Staff Software Engineer,Jobot,IT
Staff Software Engineer,Zocdoc,IT
Staff Software Engineer,EvolutionIQ,IT
Staff Software Engineer,HOVER Inc.,IT
Staff Software Engineer,Visa,IT
Staff Software Engineer,Oceaneering,IT
Staff Software Engineer,Dice - JW,IT
Staff Software Engineer  - Mobility Verticals,Dice - JW,IT
Staff Software Engineer  Frontend,Ramp,IT
Staff Software Engineer - FolioScreen,AppFolio Inc.,IT
Staff Software Engineer - Mobile,General Motors,IT
Staff Software Engineer - Risk,Clear Street,IT
Staff Software Engineer- Risk Engine,Aledade,IT
"Staff Software Engineer, Backend - Python/Java",Lensa,IT
"Staff Software Engineer, Backend, Ad Marketplace, Level",Snap Inc.,IT
"Staff Software Engineer, DevOps/SRE",Rivian and Volkswagen Group Technologies,IT
"Staff Software Engineer, EKS Reliability",Robinhood Markets,IT
"Staff Software Engineer, Embedded, Autonomy","Rivian Automotive, LLC",IT
"Staff Software Engineer, Infotainment Platform Power",Rivian and Volkswagen Group Technologies,IT
"Staff Software Engineer, Infrastructure",Freenome,IT
"Staff Software Engineer, Infrastructure Engineering",Voleon,IT
"Staff Software Engineer, iOS, Haven",Vast,IT
"Staff Software Engineer, ML Serving Platform",DoorDash USA,IT
"Staff Software Engineer, ML Training and Inference Infrastructure",Dice - JW,IT
"Staff Software Engineer, Observability Reliability",Robinhood Markets,IT
"Staff Software Engineer, Platform",Gemini,IT
"Staff Software Engineer, Reporting",Ridgeline,IT
"Staff Software Engineer, Semantic Layer",DoubleVerify,IT
"Staff Software Engineer, Server Security",MongoDB,IT
"Staff Software Engineering Manager, YouTube",YouTube,IT
Staff Spacecraft Systems Engineer,True Anomaly,IT
Staff Teamcenter Developer,Lensa,IT
"Staff Technical Program Manager, Electrical Systems",Rivian and Volkswagen Group Technologies,IT
"Staff, Systems Engineer - SOTIF",Torc Robotics,IT
Staff/Principal Test & Evaluation Engineer - Mission Autonomy,Anduril Industries,IT
Starship Build Reliability - Manufacturing,SpaceX,Non-IT
"Startup Solutions Architect, Highly Regulated Industries",Amazon Web Services (AWS),IT
Sterile Processing Technician - St. Charles Parish Hospital,Ochsner Health,Non-IT
"Store Management - Citrus Park Town Center, Tampa, FL",Finish Line - Store Careers,Non-IT
Store Operations Administrator,"Bassett Furniture Industries, Incorporated",IT
Strategic Health System Executive - Ohio/Pennsylvania,Leica Biosystems,IT
Strategic Initiatives and Government Relations Coordinator,"AgriBank (St. Paul, MN)",Non-IT
Strategic Sourcing Analyst - Mechanical,"Power Design, Inc.",IT
Strategic Student Program: Software Development Intern/Co-Op,Lensa,IT
Strategy and Corporate Development Analyst,Granite Construction,IT
"Strategy and Operations, Product Sales Analyst",Swooped,Non-IT
Stratus Developer,Dice - JW,IT
Stress Engineer,Expleo Group,IT
Structural Bridge Engineer II,RS&H,IT
Structural Engineer,ARCADIS N.V.,IT
Structural Engineer,STSI (Staffing Technical Services Inc.),IT
Structural Engineer,HED,IT
Structural Engineer,Harris Group,IT
Structural Engineer  - Construction/Building Design,Jobot,Non-IT
Structural Engineer  - Construction/Building Design,Dice - JW,Non-IT
Structural Engineer  – 5 Years of Experience,Ayres Associates,IT
Structural Engineer I,Nextracker Inc.,IT
Structural Engineer II,Salas O'Brien,IT
Structural Engineer- Conventional Generation,Black & Veatch,IT
STRUCTURAL ENGINEERING ADMINISTRATOR,Wells,IT
Structural Engineering Intern - Fall,Lensa,Non-IT
Structural Engineering Project Discipline Lead,SSOE Group,Non-IT
"Structural Engineering Technician - Delray Beach, FL",Pennoni,Non-IT
Structural Project Engineer,Ardurra,IT
Structural Project Engineer,"LPA, Inc.",IT
Structural Project Engineer,"HR Green, Inc.",IT
Structural Substation Engineer - Kiewit Power Delivery Engineering,Kiewit,IT
Structures Test Engineer,"Saronic Technologies, Inc",IT
Studio & Community Associate  - Williamsburg,Alo Yoga,Non-IT
Submarine System Engineer I,Lensa,IT
Substation Engineer,ENTRUST Solutions Group,IT
"Substation Engineer - , US",Lensa,IT
Substation Engineer I or II,Dairyland Power Cooperative,IT
Substation Protection & Control  Engineer,"Enercon Services, Inc.",IT
Superintendent - Advanced Technology,"DPR Construction, Inc.",Non-IT
Superintendent - Mission Critical,Layton Construction,Non-IT
Supervising Video Editor,Lensa,Non-IT
Supervisor - Registered Nurse or Registered Respiratory Therapist - Cardiopulmonary Rehab - St. Charles Parish Hospital,Ochsner Health,Non-IT
"Supervisor Clinical Services - Urgent Care, Mid City",Ochsner Health,Non-IT
Supervisor RN - Advanced Heart Failure/Cardiac Transplant,Ochsner Health,Non-IT
"Supervisor, Civil Engineering",Qualus Power Services,Non-IT
"Supervisor, Operations Training",AMRI,Non-IT
Supplier Quality Engineer,"Saronic Technologies, Inc",IT
Supply Chain Analyst,Lensa,IT
Supply Chain Manager,Jobot,Non-IT
"Supply Chain Manager, Amazon Robotics Supply Chain",Amazon,Non-IT
Supply Chain Planner,"Saronic Technologies, Inc",Non-IT
Supply Chain Reliability Engineer,SpaceX,IT
Support Engineer,Robinhood Markets,IT
Support Engineer I,Lensa,IT
Supv - Emergency Medicine APP Site Lead - Westbank Region,Ochsner Health,Non-IT
Surgical Athletic Trainer,CommonSpirit Health,Non-IT
Sustainability Business Analyst,LivaNova,IT
"SW Engineer - Virtual Platforms, AWS Annapurna Labs",Amazon Web Services (AWS),IT
SWBMG - Benefits and Leave Manager,Sutter West Bay Medical Group,Non-IT
System Administrator,V2X Inc,IT
System Administrator,Tipmont,IT
System Administrator,Air Apps,IT
System Administrator II,Lensa,IT
System Administrator II -TS/SCI Fullscope Poly,"DigiFlight, Inc.",IT
System Administrator III,Hyundai Autoever America,IT
System Administrator III,JT4,IT
System CONOPS and Integration Engineer,RemoteWorker US,IT
System Design Engineer,Westinghouse Electric Company,IT
"System Dev Engineer, Amazon Robotics",Amazon,IT
System Development and Test Engineer,General Atomics Aeronautical Systems,IT
System Development Engineer,Jobright.ai,IT
"System Development Engineer II, Network Device Lifecycle Management",Amazon,IT
"System Development Engineer, DRIVE Lab, Deployment Readiness – WW Technology Deployment, Amazon Robotics",Amazon,IT
"System Development Engineer, Kumo ADC Operations",Amazon Web Services (AWS),IT
System Engineer IV- Software Development Manager-TS/SCI FSP,"DigiFlight, Inc.",IT
System Integration Engineer - Clearance Required,RemoteWorker US,IT
System Memory Performance and Power Engineer,NVIDIA,IT
System Security Engineer,Draper,IT
System Software Engineer - Ubuntu Networking,Canonical Group Limited,IT
Systematic Literature Review Project Manager,Lensa,Non-IT
Systems Administrator,Pace® Labs,IT
Systems Administrator,HII-TSD,IT
Systems Administrator,Aquila Technology,IT
Systems Administrator Senior,"Fidelity Information Services, LLC",IT
Systems Analyst,Peraton,IT
SYSTEMS ANALYST,Lensa,IT
Systems Analyst III EPM,Crown Castle USA,IT
Systems and Quality Analyst Manager,Navitus Health Solutions,IT
Systems Continuous Improvement/Operational Excellence Engineer,Celgard,IT
"Systems Development Engineer, AWS Cross Domain Services",Amazon Web Services (AWS),IT
"Systems Development Engineer, GCNA - Direct Connect",Amazon Web Services (AWS),IT
"Systems Development Engineer, Project Kuiper Enterprise Applications",Amazon,IT
Systems Engineer,Robert Half - NA/US/SEP,IT
Systems Engineer,Dice - JW,IT
Systems Engineer,"HX5, LLC",IT
Systems Engineer,Ultra Intelligence & Communications,IT
Systems Engineer,Quevera LLC,IT
Systems Engineer - CONOPS & Mission Operations,Lensa,IT
Systems Engineer - Entry or Associate,Lensa,IT
"Systems Engineer - Requirements Manager, Intelligence Systems",Anduril Industries,IT
Systems Engineer / VTC Operator Tier III,UICGS / Bowhead Family of Companies,IT
Systems Engineer Co-op - Fall,RoviSys Building Technologies,IT
Systems Engineer I,Lensa,IT
Systems Engineer III,Computer World Services Corp. (CWS),IT
Systems Engineer Level,Anatomy IT,IT
"Systems Engineering, Principal Advisor",Peraton,IT
Systems Researcher,Nokia,IT
Systems Technician_TS/SCI with Polygraph,General Dynamics,IT
Systems Test and Integration Engineer,Rivian and Volkswagen Group Technologies,IT
"Systems Validation Manager, Annapurna Labs",Amazon Web Services (AWS),IT
Tactical Data Link Test Engineer - SME - TGBC,Astrion,IT
Tactical Systems Analyst,"Innovative Defense Technologies, LLC",IT
Taiwanese Interpreter,Language Line - US,Non-IT
Talent Acquisition Coordinator,Lensa,Non-IT
Talent Acquisition Manager,Transfinder,Non-IT
Talent Acquisition Partner – Go-To-Market & Engineering,Advanced Navigation,Non-IT
"Talent Acquisition Partner, Trilogy",Crossover,Non-IT
"Talent Recruiter, Trilogy",Crossover,Non-IT
Tax Administrator,Main Line Search,Non-IT
Tax Lead - Intuit,EFINANCIALCAREERS - JW,Non-IT
"Tax Manager, Unclaimed Property Tax - State and Local Tax",Deloitte,Non-IT
TDS Operations Analyst III - FI Operations: MBS Trade Support,TD,IT
Team Lead - Hospitality,TopGolf,Non-IT
"Team Lead, Air Import",DSV - Global Transport and Logistics,Non-IT
Team Lead/Executive Underwriter,Hudson Insurance Group,Non-IT
Tech Systems Lead Engineer,Nebraska Medicine,IT
Technical Business Analyst,Capco,IT
"Technical Communications Manager, Splunk Global Security",Lensa,IT
Technical Content Writer,Lensa,Non-IT
Technical Cost Engineer II,Airswift,IT
Technical Curriculum Developer,Wiz,IT
Technical Customer Support,Lensa,Non-IT
Technical IT Project Manager,Lensa,IT
Technical Lead Software Engineer,KeyBank - Key Careers,IT
Technical Marketing Engineer - AI Platform Software,RemoteWorker US,IT
Technical Marketing Engineer - AI Platform Software,NVIDIA,IT
Technical Product Analyst,Lensa,IT
Technical Program Manager - LV/HV Electrical & ADAS Systems,Harbinger,IT
Technical Project Manager - IT Infrastructure,Owens Corning,IT
Technical Project Manager - National Security,National Renewable Energy Laboratory,IT
Technical Recruiter,PRI Global,Non-IT
Technical Sourcer  Engineering,Ramp,Non-IT
Technical Support and Customer Service Associate,Myticas Consulting,Non-IT
Technical Support Engineer,"Sherry Bonder, LICSW",IT
Technical Support Engineer - University Graduate,Verkada,IT
"Technical Support Engineer 1, Resi",Pushpay,IT
Technical Support Level II,Lensa,Non-IT
Technical Support Representative,Lensa,Non-IT
Technical Support Specialist 3,Lensa,Non-IT
Technical Support Tier 2 Level,"SONIFI Solutions, Inc.",Non-IT
Technical Systems Analyst - Compensation  Experienced Hire,"Susquehanna International Group, LLP (SIG)",IT
Technical Writer,"Viking Range, LLC",Non-IT
Technical Writer,Deloitte,Non-IT
Technical Writer,Lensa,Non-IT
Technical Writer Intern- Summer,Lensa,Non-IT
TECHNOLOGY ENGINEER SENIOR,Dice - JW,IT
Technology Internship Program,Lensa,Non-IT
"Technology Investment Governance Application Support, Senior Associate",JPMorgan - XML,Non-IT
Technology Modernization - NetSuite Consultant,Grant Thornton LLP,Non-IT
Technology Operations & Performance Analyst -  US,Lensa,IT
Technology Operations II - Institutional Trader Support,JPMorgan - XML,Non-IT
Technology Project & Program Manager - Product Owner,Lensa,IT
Technology Project Manager,Lensa,Non-IT
"Technology Risk, AVP",State Street,Non-IT
Technology Sector Practice Leader,HOK,Non-IT
Technology Specialist,SITECH-Tejas,Non-IT
Technology Success Consultant,Northwestern Mutual,Non-IT
Technology Technical Support Representative,Lensa,Non-IT
Telecom Linux Systems Engineer,System One - ALTA IT,IT
Telecommunications Engineer,Lensa,IT
Temporary Operations and Systems Tech I,Partnership HealthPlan of California,IT
Territory Account Manager,RUCKUS Networks,Non-IT
Territory Development Manager - WI,iHire,Non-IT
Territory Manager,Iodine Software,Non-IT
Territory Manager,Cordis,Non-IT
Territory Manager - New England,Wausau Supply Company,Non-IT
Territory Manager - Roanoke,ZOLL Cardiac Management Solutions,Non-IT
"Territory Manager, CPR EMS",ZOLL Medical Corporation,Non-IT
"Territory Manager, Interventional Pain - Jacksonville, FL / Savannah, GA",Avanos Medical,Non-IT
"Territory Manager, Interventional Pain - Los Angeles North, CA",Avanos Medical,Non-IT
Territory Sales Manager,"Gradall Industries, Inc.",Non-IT
Territory Sales Manager,WillScot,Non-IT
Territory Sales Manager,JELD-WEN,Non-IT
Territory Sales Manager - South Texas,PTR Premier Truck Rental,Non-IT
Test Automation Engineer,Lensa,IT
Test Data Management  Specialist,Lensa,IT
Test Engineer,Lensa,IT
Test Engineer,Emerson,IT
Test Engineer - Junior,Lensa,IT
Test Engineer I,Lensa,IT
Test Engineer- New Grads Welcome!,Lensa,IT
"Test Engineer, Propulsion Components",SpaceX,IT
Test Rack Engineer  Sun-Wed 6:00 a.m. to 6:00 p.m.,"AAON, Inc.",IT
Testing Engineer/Scientist,UICGS / Bowhead Family of Companies,IT
Testing Firmware Engineer,Lensa,IT
Title Examiner - US Based,Lensa,Non-IT
Title Officer - US Based,Lensa,Non-IT
Tooling Engineer,Phillips Medisize,IT
Traffic EIT,"Volkert, Inc.",Non-IT
Traffic Studies/Design Engineer,Ardurra,IT
Trailer Technician/ Mechanic,NFI,Non-IT
Trainer -  Work,Lensa,Non-IT
Training Specialist,Lensa,Non-IT
Transaction Analyst,"Transwestern Commercial Services, L.L.C.",IT
Transmission Line Engineer,Nexus Engineering Group,IT
Transmission Line Engineering Manager,HDR,Non-IT
Transmission Planning Analyst,Watt Consultants,IT
Transportation / Traffic Engineer,"England-Thims & Miller, Inc.",IT
